# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-7453"			
"# Timestamp: Tue, 18-Feb-2020 06:12:59"			
Gene ID	Gene Name	'PLX4720; 1 micromolar' vs 'none' .foldChange	'PLX4720; 1 micromolar' vs 'none'.pValue
ENSG00000198846	TOX	4.5	1.20E-11
ENSG00000198853	RUSC2	0.7	0.363096778
ENSG00000198856	OSTC	-1.3	0.004369261
ENSG00000198857	HSD3BP5	-0.3	0.516694171
ENSG00000198858	R3HDM4	0.5	0.540720346
ENSG00000198860	TSEN15	-1.6	1.93E-04
ENSG00000198862	LTN1	-0.8	0.075425394
ENSG00000198863	RUNDC1	-0.3	0.477410125
ENSG00000198865	CCDC152	-2.9	0.008246369
ENSG00000198870	STKLD1	3.8	3.51E-23
ENSG00000198873	GRK5	-0.8	0.07818937
ENSG00000198874	TYW1	-0.3	0.430317596
ENSG00000198876	DCAF12	-0.3	0.391460523
ENSG00000198879	SFMBT2	-0.3	0.4265964
ENSG00000198885	ITPRIPL1	-2.9	2.37E-11
ENSG00000198886	MT-ND4	0.4	0.212365715
ENSG00000198887	SMC5	-0.8	0.087794338
ENSG00000198888	MT-ND1	0.2	0.599459009
ENSG00000198890	PRMT6	-0.8	0.044717856
ENSG00000198892	SHISA4	2.5	2.81E-04
ENSG00000198894	CIPC	0.4	0.267277369
ENSG00000198898	CAPZA2	-1.1	0.045523852
ENSG00000198899	MT-ATP6	-0.2	0.447568167
ENSG00000198900	TOP1	-2	9.00E-12
ENSG00000198901	PRC1	-1.7	0.033620959
ENSG00000198908	BHLHB9	1.4	0.001684623
ENSG00000198909	MAP3K3	0.4	0.439526988
ENSG00000198911	SREBF2	0.5	0.468669592
ENSG00000198912	C1orf174	-1.6	5.02E-07
ENSG00000198914	POU3F3	0.4	0.807313072
ENSG00000198915	RASGEF1A	2.6	0.00391545
ENSG00000198917	SPOUT1	0.3	0.736311275
ENSG00000198918	RPL39	-0.4	0.460438638
ENSG00000198919	DZIP3	0.9	0.022232424
ENSG00000198924	DCLRE1A	-1	0.015836728
ENSG00000198925	ATG9A	0.6	0.313389244
ENSG00000198929	NOS1AP	-0.2	0.768240705
ENSG00000198932	GPRASP1	-0.2	0.853099297
ENSG00000198933	TBKBP1	3	1.10E-05
ENSG00000198934	MAGEE1	-1.9	2.00E-04
ENSG00000198937	CCDC167	-1.1	0.109277366
ENSG00000198938	MT-CO3	0.1	0.886362645
ENSG00000198939	ZFP2	3.4	1.59E-05
ENSG00000198944	SOWAHA	2.6	2.48E-06
ENSG00000198945	L3MBTL3	-0.3	0.531621716
ENSG00000198947	DMD	1	0.032609715
ENSG00000198948	MFAP3L	2.4	3.24E-16
ENSG00000198952	SMG5	0.5	0.395804323
ENSG00000198954	KIF1BP	-1	0.00841082
ENSG00000198959	TGM2	-3.4	9.32E-10
ENSG00000198960	ARMCX6	-0.5	0.325758477
ENSG00000198961	PJA2	0.2	0.736451328
ENSG00000198963	RORB	0.2	0.660160134
ENSG00000198964	SGMS1	-1.1	0.0090008
ENSG00000198975	MIRLET7A2	-2.2	0.054758795
ENSG00000199053	MIR324	0.4	0.748282062
ENSG00000199094	MIR30C2	-1.8	0.207872511
ENSG00000199133	MIRLET7D	-0.2	0.86334538
ENSG00000199266	SNORA60	1	0.229529467
ENSG00000199331	Y_RNA	0.6	0.700996518
ENSG00000199332	Y_RNA	1.2	0.287069717
ENSG00000199436	SNORD9	0.2	0.915525704
ENSG00000199471	Y_RNA	-0.9	0.584172399
ENSG00000199476	Y_RNA	0.3	0.8211235
ENSG00000199477	SNORA31	0.6	0.640846688
ENSG00000199488	RNU1-70P	3.1	0.020783905
ENSG00000199568	RNU5A-1	-2	0.113589325
ENSG00000199603	RNU6-951P	0.1	0.949128846
ENSG00000199691	RN7SKP173	1	0.527252603
ENSG00000199697	RNU6-446P	1.3	0.398620868
ENSG00000199719	RN7SKP74	0.6	0.678156474
ENSG00000199753	SNORD104	-0.2	0.89503417
ENSG00000199804	RNA5SP383	-0.1	0.900541622
ENSG00000199846	RNU1-72P	0.5	0.775659243
ENSG00000199890	Y_RNA	-2.5	0.075566213
ENSG00000199899	Y_RNA	0.3	0.856499624
ENSG00000199906	RNU5B-2P	1.1	0.456716594
ENSG00000199933	RNY1P16	-0.6	0.683238523
ENSG00000199961	SNORD1B	0.5	0.547815672
ENSG00000200087	SNORA73B	-2.6	1.25E-08
ENSG00000200090	Y_RNA	0.4	0.635349281
ENSG00000200120	Y_RNA	0.8	0.583377751
ENSG00000200152	RNU6-216P	-1.2	0.388065554
ENSG00000200170	Y_RNA	0.8	0.621219725
ENSG00000200191	U8	-3.6	0.005293287
ENSG00000200350	RNU6-1285P	-1	0.538583203
ENSG00000200376	RNU5E-10P	-0.9	0.575323295
ENSG00000200403	RNU6-1099P	-1.3	0.40371788
ENSG00000200428	Y_RNA	1.4	0.384063553
ENSG00000200502	Y_RNA	-0.2	0.874821034
ENSG00000200534	SNORA33	-1.5	0.001523724
ENSG00000200591	Y_RNA	0.7	0.691459478
ENSG00000200674	RN7SKP160	1	0.470714562
ENSG00000200693	U3	0.5	0.700711346
ENSG00000200711	RNA5SP28	2	0.172394171
ENSG00000200714	Y_RNA	0.7	0.62194044
ENSG00000200737	Y_RNA	0.4	0.766469141
ENSG00000200769	Y_RNA	0.3	0.853925183
ENSG00000200879	SNORD14E	-3.2	2.03E-05
ENSG00000200913	SNORD46	-1.4	0.06430172
ENSG00000200924	RNU6-1048P	-0.8	0.571869066
ENSG00000200959	SNORA74A	-1.1	0.284956077
ENSG00000200997	RNU1-85P	-2.4	0.093503639
ENSG00000201118	Y_RNA	-0.4	0.772701205
ENSG00000201151	AL135844.1	0.9	0.494557819
ENSG00000201164	RNU4-36P	-0.5	0.793827109
ENSG00000201183	RNVU1-3	-0.1	0.966836096
ENSG00000201207	Y_RNA	0.7	0.608219915
ENSG00000201217	Y_RNA	-0.2	0.859148587
ENSG00000201264	SNORD73B	-0.6	0.686629301
ENSG00000201302	SNORA65	-1.6	0.015504997
ENSG00000201363	Y_RNA	-0.2	0.88110373
ENSG00000201457	SNORA55	-1.8	0.01383893
ENSG00000201492	RNA5SP78	0.2	0.923578786
ENSG00000201496	RN7SKP275	0.6	0.432407208
ENSG00000201499	RNU6-312P	0.4	0.800270217
ENSG00000201512	SNORA71C	-1.5	0.144588346
ENSG00000201544	SNORA16B	-0.2	0.871878807
ENSG00000201555	Y_RNA	-1.9	0.070078406
ENSG00000201558	RNVU1-6	-1.9	0.129277366
ENSG00000201573	Y_RNA	-0.7	0.655004913
ENSG00000201579	RNU6-343P	0.9	0.576687592
ENSG00000201659	RNU12-2P	0.7	0.67092533
ENSG00000201772	SNORA5C	-0.4	0.786617915
ENSG00000201785	SNORD117	-0.3	0.84725722
ENSG00000201806	RNU4-8P	0.6	0.725588655
ENSG00000201820	Y_RNA	1.1	0.384839235
ENSG00000201900	RNY1P13	-0.2	0.891814844
ENSG00000201998	SNORA23	-2.2	0.060577807
ENSG00000202000	RNU1-36P	2.1	0.099625204
ENSG00000202111	VTRNA1-2	-2.3	0.110495897
ENSG00000202290	RNA5SP37	-0.4	0.801646443
ENSG00000202314	SNORD6	-1.8	0.00395426
ENSG00000202337	RNU6-8	-1.8	0.002706117
ENSG00000202343	AL078581.1	0.4	0.796392665
ENSG00000202358	RNU6-652P	-1	0.53351934
ENSG00000202379	SNORA70	-1.6	0.241418914
ENSG00000202382	Y_RNA	1.4	0.345541243
ENSG00000202399	Y_RNA	0.3	0.837510426
ENSG00000202415	RN7SKP269	-0.4	0.746865281
ENSG00000202441	RNY4P10	0.4	0.708139707
ENSG00000202515	VTRNA1-3	-3.1	0.005385206
ENSG00000202523	Y_RNA	-2.1	0.153801779
ENSG00000202566	MIR421	-1.2	0.391324584
ENSG00000203279	AL590705.1	-1.7	0.265747452
ENSG00000203286	Metazoa_SRP	1.3	0.317336705
ENSG00000203288	TDRKH-AS1	0.5	0.545038085
ENSG00000203307	AL626787.1	0.5	0.757147029
ENSG00000203321	CARNMT1-AS1	-1.6	0.263420461
ENSG00000203327	AC012358.1	0.9	0.360749212
ENSG00000203356	LINC01562	0.3	0.850152238
ENSG00000203362	POLH-AS1	-2.1	0.012872558
ENSG00000203387	AC074019.1	0.6	0.553532192
ENSG00000203392	AC105020.1	0.6	0.453214032
ENSG00000203434	AL353740.1	1.5	0.17749653
ENSG00000203435	E2F3P2	1.6	0.29308837
ENSG00000203441	LINC00449	1.3	0.293258998
ENSG00000203485	INF2	0.1	0.867179809
ENSG00000203497	PDCD4-AS1	1.7	4.61E-04
ENSG00000203499	IQANK1	1.6	0.045138438
ENSG00000203546	AL139353.1	0.4	0.773434955
ENSG00000203588	IGBP1-AS1	0.5	0.709743701
ENSG00000203644	AC083799.1	-1.3	0.0082099
ENSG00000203650	LINC01285	0.5	0.40371788
ENSG00000203663	OR2L2	-0.7	0.61116745
ENSG00000203666	EFCAB2	-0.2	0.689906792
ENSG00000203667	COX20	0.2	0.675556399
ENSG00000203668	CHML	-1	0.017894007
ENSG00000203684	IBA57-DT	1.2	0.170213587
ENSG00000203685	STUM	3.7	0.003590425
ENSG00000203697	CAPN8	3.9	0.001365989
ENSG00000203705	TATDN3	-0.3	0.432509167
ENSG00000203706	SERTAD4-AS1	-1.2	0.017828691
ENSG00000203709	MIR29B2CHG	-0.3	0.748332336
ENSG00000203711	C6orf99	-0.5	0.761519198
ENSG00000203722	RAET1G	0.2	0.884085693
ENSG00000203724	C1orf53	0.1	0.870971291
ENSG00000203727	SAMD5	0.4	0.475359221
ENSG00000203734	ECT2L	0.7	0.526631521
ENSG00000203756	TMEM244	-1.6	0.022985349
ENSG00000203760	CENPW	-4.8	9.42E-32
ENSG00000203761	MSTO2P	0.8	0.130552813
ENSG00000203772	SPRN	-0.7	0.493458724
ENSG00000203778	FAM229B	1.5	1.16E-04
ENSG00000203780	FANK1	2.5	1.20E-07
ENSG00000203791	EEF1AKMT2	-1.6	0.001566981
ENSG00000203797	DDO	0.8	0.03482973
ENSG00000203799	CCDC162P	-0.6	0.401286529
ENSG00000203804	ADAMTSL4-AS1	1	0.459001615
ENSG00000203805	PLPP4	-0.4	0.588651159
ENSG00000203808	BVES-AS1	1.6	0.007701647
ENSG00000203814	HIST2H2BF	4.1	4.79E-13
ENSG00000203855	HSD3BP4	1.5	0.044715216
ENSG00000203865	ATP1A1-AS1	1.5	4.72E-04
ENSG00000203867	RBM20	-1.3	0.011748202
ENSG00000203872	C6orf163	0.5	0.584333885
ENSG00000203875	SNHG5	-0.4	0.500923367
ENSG00000203876	ADD3-AS1	2	0.001850422
ENSG00000203877	RIPPLY2	-1.5	0.238188544
ENSG00000203879	GDI1	0.1	0.89840005
ENSG00000203880	PCMTD2	0.8	0.046054152
ENSG00000203883	SOX18	-0.5	0.761501282
ENSG00000203896	LIME1	0.7	0.469801644
ENSG00000203910	C1orf146	-0.8	0.584172059
ENSG00000203930	LINC00632	1.8	1.83E-05
ENSG00000203942	C10orf62	1.5	0.161572165
ENSG00000203950	RTL8A	0.6	0.162448795
ENSG00000203952	CCDC160	-0.3	0.804502727
ENSG00000203965	EFCAB7	0.3	0.644398706
ENSG00000203993	ARRDC1-AS1	1.1	0.021800555
ENSG00000203995	ZYG11A	1.1	0.075227554
ENSG00000203999	LINC01270	2.1	2.84E-09
ENSG00000204011	COL5A1-AS1	-1.6	0.263521092
ENSG00000204019	CT83	-1.3	0.019900733
ENSG00000204052	LRRC73	1.9	0.010854919
ENSG00000204054	LINC00963	3.8	2.08E-32
ENSG00000204055	AL158151.1	2.2	0.082001261
ENSG00000204060	FOXO6	0.2	0.893975137
ENSG00000204084	INPP5B	0.4	0.254279311
ENSG00000204086	RPA4	-0.9	0.367234315
ENSG00000204103	MAFB	0.1	0.945603272
ENSG00000204104	TRAF3IP1	0.1	0.800862192
ENSG00000204116	CHIC1	0.1	0.923413351
ENSG00000204118	NAP1L6	1.7	0.006248415
ENSG00000204120	GIGYF2	-0.2	0.602103649
ENSG00000204128	C2orf72	1.9	0.003642018
ENSG00000204130	RUFY2	-0.6	0.203458517
ENSG00000204131	NHSL2	-1.4	0.076905143
ENSG00000204136	GGTA1P	1.1	0.202938149
ENSG00000204138	PHACTR4	-0.2	0.635349281
ENSG00000204140	CLPSL1	2.6	1.33E-08
ENSG00000204147	ASAH2B	-1	0.034941807
ENSG00000204149	AGAP6	-0.5	0.227999547
ENSG00000204152	TIMM23B	-0.3	0.39629313
ENSG00000204160	ZDHHC18	-0.6	0.267276632
ENSG00000204172	AGAP9	0.9	0.106076697
ENSG00000204173	LRRC37A5P	1.7	0.206632686
ENSG00000204176	SYT15	0.9	0.209376254
ENSG00000204177	BMS1P1	0.3	0.637894636
ENSG00000204178	MACO1	-0.3	0.316538624
ENSG00000204186	ZDBF2	0.4	0.385047717
ENSG00000204209	DAXX	-0.4	0.388613268
ENSG00000204217	BMPR2	0.1	0.857929992
ENSG00000204220	PFDN6	-0.3	0.530328124
ENSG00000204227	RING1	1.5	0.001817295
ENSG00000204228	HSD17B8	2.1	3.93E-06
ENSG00000204231	RXRB	1.3	0.01331851
ENSG00000204237	OXLD1	1.5	0.020403037
ENSG00000204241	LINC02731	2.3	0.006156988
ENSG00000204248	COL11A2	3.9	3.21E-10
ENSG00000204252	HLA-DOA	4	3.88E-26
ENSG00000204253	HNRNPCP2	-0.9	0.029965348
ENSG00000204256	BRD2	-0.4	0.247385351
ENSG00000204257	HLA-DMA	1.7	1.44E-06
ENSG00000204261	PSMB8-AS1	1.6	0.003499334
ENSG00000204262	COL5A2	2.7	6.08E-21
ENSG00000204264	PSMB8	0.4	0.453446927
ENSG00000204267	TAP2	-1	0.004419824
ENSG00000204271	SPIN3	0.4	0.404330375
ENSG00000204272	NBDY	0.3	0.331148252
ENSG00000204282	TNRC6C-AS1	0.4	0.708242675
ENSG00000204287	HLA-DRA	1.4	7.27E-06
ENSG00000204291	COL15A1	2.5	7.83E-04
ENSG00000204296	TSBP1	0.2	0.825074283
ENSG00000204301	NOTCH4	0.7	0.444732797
ENSG00000204304	PBX2	0.6	0.172981591
ENSG00000204305	AGER	0.7	0.378515288
ENSG00000204308	RNF5	-0.6	0.182957973
ENSG00000204310	AGPAT1	0.6	0.202328342
ENSG00000204311	PJVK	1.9	4.69E-05
ENSG00000204314	PRRT1	1	0.112978296
ENSG00000204315	FKBPL	-0.7	0.182421638
ENSG00000204316	MRPL38	0.6	0.324829841
ENSG00000204323	SMIM5	2.2	0.019644965
ENSG00000204344	STK19	0.4	0.403292584
ENSG00000204348	DXO	0.9	0.155672353
ENSG00000204351	SKIV2L	0.8	0.193010766
ENSG00000204356	NELFE	-0.5	0.338321029
ENSG00000204362	LINC02783	-1.8	0.221993091
ENSG00000204366	ZBTB12	-0.8	0.174891243
ENSG00000204370	SDHD	-0.8	0.077776759
ENSG00000204379	XAGE1A	-1.1	0.07380904
ENSG00000204380	PKP4-AS1	-0.6	0.608661229
ENSG00000204382	XAGE1B	-1	0.149075631
ENSG00000204385	SLC44A4	1.1	0.382381638
ENSG00000204386	NEU1	1	0.021099263
ENSG00000204388	HSPA1B	-2.7	4.72E-15
ENSG00000204389	HSPA1A	-2.1	2.23E-09
ENSG00000204390	HSPA1L	-1.3	0.072448823
ENSG00000204392	LSM2	-1.6	2.63E-04
ENSG00000204394	VARS	-1	0.17178006
ENSG00000204396	VWA7	1.6	0.079898058
ENSG00000204406	MBD5	1.2	6.17E-04
ENSG00000204410	MSH5	-0.9	0.031624808
ENSG00000204420	MPIG6B	-2.8	0.043575339
ENSG00000204421	LY6G6C	-1.4	0.357586624
ENSG00000204427	ABHD16A	0.9	0.209047202
ENSG00000204428	LY6G5C	1.2	0.086762761
ENSG00000204429	AL451142.1	0.6	0.382834287
ENSG00000204435	CSNK2B	-0.2	0.641504525
ENSG00000204438	GPANK1	0.3	0.655004913
ENSG00000204439	C6orf47	1	0.003850662
ENSG00000204442	FAM155A	2.1	1.48E-08
ENSG00000204444	APOM	1	0.085655599
ENSG00000204446	C9orf170	0.6	0.65316596
ENSG00000204463	BAG6	0.3	0.65820737
ENSG00000204464	C1orf195	1.3	0.398620868
ENSG00000204469	PRRC2A	-0.1	0.940440481
ENSG00000204482	LST1	1.7	0.143625274
ENSG00000204498	NFKBIL1	1.3	0.099603113
ENSG00000204516	MICB	-1.1	0.007015133
ENSG00000204519	ZNF551	-1.9	1.48E-08
ENSG00000204520	MICA	-0.3	0.608475663
ENSG00000204524	ZNF805	0.2	0.72367616
ENSG00000204525	HLA-C	1.3	0.016761211
ENSG00000204531	POU5F1	-2.8	0.027510256
ENSG00000204536	CCHCR1	0.4	0.492155908
ENSG00000204538	PSORS1C2	2.3	0.036960243
ENSG00000204540	PSORS1C1	2.7	1.33E-07
ENSG00000204556	AL450124.1	1	0.120234571
ENSG00000204569	PPP1R10	-0.1	0.727288189
ENSG00000204574	ABCF1	-0.5	0.234988344
ENSG00000204576	PRR3	-0.2	0.689294244
ENSG00000204577	LILRB3	1	0.339574413
ENSG00000204580	DDR1	2.3	4.84E-06
ENSG00000204581	ACOXL-AS1	5.5	1.27E-07
ENSG00000204583	LRCOL1	1.5	0.308016264
ENSG00000204584	FLJ45513	0.6	0.537610377
ENSG00000204590	GNL1	0.3	0.500318845
ENSG00000204592	HLA-E	1.7	9.61E-08
ENSG00000204599	TRIM39	-0.2	0.63688065
ENSG00000204604	ZNF468	-0.5	0.310585181
ENSG00000204611	ZNF616	-0.1	0.798265518
ENSG00000204616	TRIM31	0.7	0.607680767
ENSG00000204618	RNF39	1.9	9.04E-06
ENSG00000204620	AC115618.1	0.9	0.522744069
ENSG00000204622	HLA-J	0.5	0.647280587
ENSG00000204623	ZNRD1ASP	0.4	0.373736113
ENSG00000204624	DISP3	0.2	0.923752343
ENSG00000204628	RACK1	0.6	0.280859305
ENSG00000204634	TBC1D8	-0.9	0.006170812
ENSG00000204642	HLA-F	2.6	1.40E-08
ENSG00000204650	LINC02210	0.5	0.192723609
ENSG00000204653	ASPDH	2.6	0.040049314
ENSG00000204655	MOG	3.7	1.62E-07
ENSG00000204657	OR2H2	1.8	0.019440698
ENSG00000204659	CBY3	2.2	0.066874011
ENSG00000204666	AC010624.1	1	0.522140922
ENSG00000204673	AKT1S1	0.7	0.285312582
ENSG00000204681	GABBR1	1.5	2.67E-04
ENSG00000204682	MIR1915HG	-1.7	8.23E-05
ENSG00000204685	STARD7-AS1	0.6	0.229638887
ENSG00000204706	MAMDC2-AS1	2.7	8.60E-04
ENSG00000204711	C9orf135	-3.8	3.79E-04
ENSG00000204713	TRIM27	-0.7	0.018325755
ENSG00000204740	MALRD1	1.1	0.138958736
ENSG00000204745	AC083899.1	-1.1	0.107412378
ENSG00000204758	AC008429.1	0.6	0.533113814
ENSG00000204764	RANBP17	1.3	0.001790959
ENSG00000204767	INSYN2B	-1.7	0.197546549
ENSG00000204778	CBWD4P	-1.2	0.116516577
ENSG00000204789	ZNF204P	0.9	0.070866572
ENSG00000204790	AL163540.1	0.5	0.71259224
ENSG00000204792	LINC01291	-2.3	1.22E-07
ENSG00000204815	TTC25	0.9	0.030223488
ENSG00000204822	MRPL53	0.2	0.705720674
ENSG00000204839	MROH6	0.4	0.787958663
ENSG00000204842	ATXN2	-0.3	0.377087063
ENSG00000204843	DCTN1	0.6	0.372805439
ENSG00000204852	TCTN1	0.8	0.009895367
ENSG00000204856	FAM216A	-1.4	8.14E-06
ENSG00000204859	ZBTB48	1.2	0.105115259
ENSG00000204876	AC021218.1	-0.9	0.57267671
ENSG00000204899	MZT1	-2.9	1.06E-09
ENSG00000204904	LINC01545	1.7	0.208828857
ENSG00000204920	ZNF155	0.3	0.498343098
ENSG00000204922	UQCC3	0.2	0.749060282
ENSG00000204923	FBXO48	-1.8	9.30E-05
ENSG00000204929	AC007389.1	2.1	0.11682001
ENSG00000204934	ATP6V0E2-AS1	0.3	0.731802477
ENSG00000204946	ZNF783	0.5	0.240258606
ENSG00000204947	ZNF425	3.1	5.63E-18
ENSG00000204950	LRRC10B	1.6	0.293258998
ENSG00000204954	C12orf73	-0.3	0.468271741
ENSG00000204956	PCDHGA1	1.1	3.43E-04
ENSG00000204961	PCDHA9	0.6	0.372116652
ENSG00000204962	PCDHA8	2.2	2.07E-04
ENSG00000204963	PCDHA7	0.2	0.694989897
ENSG00000204965	PCDHA5	0.7	0.138940907
ENSG00000204967	PCDHA4	1.1	0.002004355
ENSG00000204969	PCDHA2	1.2	0.010123997
ENSG00000204970	PCDHA1	0.9	0.066973739
ENSG00000204977	TRIM13	-0.7	0.109675591
ENSG00000204979	MS4A13	0.9	0.357586624
ENSG00000204991	SPIRE2	0.4	0.616817825
ENSG00000205002	AARD	-2.2	1.30E-05
ENSG00000205037	AC134312.1	0.3	0.849933092
ENSG00000205038	PKHD1L1	-0.1	0.976744766
ENSG00000205041	AC118344.1	1.7	0.01323148
ENSG00000205045	SLFN12L	-0.1	0.928068865
ENSG00000205060	SLC35B4	-0.6	0.095725316
ENSG00000205078	SYCE1L	0.9	0.504167291
ENSG00000205084	TMEM231	0.3	0.490460463
ENSG00000205085	FAM71F2	1.9	1.19E-04
ENSG00000205089	CCNI2	2.2	0.063353059
ENSG00000205100	HSP90AA4P	-1.5	0.32188799
ENSG00000205105	COX17P1	-1.2	0.45467742
ENSG00000205108	FAM205A	2.6	0.06155188
ENSG00000205111	CDKL4	0.3	0.74618611
ENSG00000205129	C4orf47	1.5	0.03050361
ENSG00000205133	TRIQK	0.1	0.85049689
ENSG00000205138	SDHAF1	-0.1	0.88142858
ENSG00000205155	PSENEN	-0.1	0.925289299
ENSG00000205177	C11orf91	3.6	0.001054648
ENSG00000205181	LINC00654	1	0.523687385
ENSG00000205186	FABP9	0.5	0.775682822
ENSG00000205189	ZBTB10	-0.1	0.752102042
ENSG00000205208	C4orf46	-2.8	5.30E-11
ENSG00000205209	SCGB2B2	1.3	0.11745404
ENSG00000205212	CCDC144NL	-2	6.95E-05
ENSG00000205213	LGR4	3.2	2.99E-25
ENSG00000205220	PSMB10	1.9	0.014735549
ENSG00000205221	VIT	3.2	4.84E-14
ENSG00000205238	SPDYE2	0.7	0.38838322
ENSG00000205250	E2F4	0.1	0.944030906
ENSG00000205268	PDE7A	-0.6	0.138257259
ENSG00000205302	SNX2	-1	0.009116016
ENSG00000205309	NT5M	-0.8	0.450688671
ENSG00000205318	GCNT2P1	0.1	0.973110017
ENSG00000205323	SARNP	0.8	0.539168497
ENSG00000205336	ADGRG1	0.2	0.834765767
ENSG00000205339	IPO7	-1.2	0.0033702
ENSG00000205352	PRR13	-0.2	0.579205023
ENSG00000205356	TECPR1	1.7	0.02036306
ENSG00000205359	SLCO6A1	1.8	0.006712565
ENSG00000205363	INSYN1	2.4	0.023453732
ENSG00000205403	CFI	4.7	7.15E-32
ENSG00000205413	SAMD9	-0.1	0.935170854
ENSG00000205414	AC007608.1	3	0.023960008
ENSG00000205423	CNEP1R1	-1.2	0.006286038
ENSG00000205426	KRT81	-5.5	7.92E-09
ENSG00000205456	TP53TG3D	1.1	0.131130611
ENSG00000205464	ATP6AP1L	3	6.65E-14
ENSG00000205476	CCDC85C	0.1	0.838203706
ENSG00000205482	SPDYE18	0.9	0.407156781
ENSG00000205485	AC004980.1	-0.6	0.214162859
ENSG00000205488	CALML3-AS1	0.7	0.649809679
ENSG00000205500	AC013472.1	0.6	0.739387689
ENSG00000205517	RGL3	1.5	0.008792001
ENSG00000205531	NAP1L4	-1.4	7.98E-08
ENSG00000205534	SMG1P2	-1.5	0.012455831
ENSG00000205542	TMSB4X	-1.3	3.53E-04
ENSG00000205544	TMEM256	1.1	0.049227895
ENSG00000205559	CHKB-DT	1.2	0.234324195
ENSG00000205560	CPT1B	0.7	0.395827565
ENSG00000205562	AL049775.1	-1.6	0.275715767
ENSG00000205571	SMN2	-1.6	4.70E-04
ENSG00000205572	SERF1B	-0.9	0.402726241
ENSG00000205578	POM121B	0.5	0.743474528
ENSG00000205579	DYNLL1P1	-1.1	0.464694737
ENSG00000205581	HMGN1	-1.4	4.26E-05
ENSG00000205583	STAG3L1	0.8	0.418973352
ENSG00000205592	MUC19	1.9	0.068374805
ENSG00000205593	DENND6B	2.6	0.002755901
ENSG00000205609	EIF3CL	-0.4	0.386988722
ENSG00000205611	LINC01597	1.3	0.082591869
ENSG00000205622	AP001042.1	0.8	0.551624286
ENSG00000205628	LINC01446	-0.3	0.492226562
ENSG00000205629	LCMT1	-0.6	0.084173778
ENSG00000205634	LINC00898	3.8	9.07E-08
ENSG00000205639	MFSD2B	-0.7	0.441037283
ENSG00000205642	VCX3B	-0.6	0.529115302
ENSG00000205643	CDPF1	0.2	0.739911166
ENSG00000205659	LIN52	-0.7	0.046190149
ENSG00000205670	SMIM11A	-0.4	0.773268338
ENSG00000205683	DPF3	0.5	0.469351318
ENSG00000205693	MANSC4	1.1	0.3599036
ENSG00000205702	CYP2D7	1.6	0.097918317
ENSG00000205707	ETFRF1	0.9	0.079150544
ENSG00000205710	C17orf107	2.9	0.016627489
ENSG00000205726	ITSN1	-0.5	0.115567915
ENSG00000205730	ITPRIPL2	-0.2	0.668134608
ENSG00000205740	AL359878.1	0.5	0.613604888
ENSG00000205758	CRYZL1	0.3	0.530451927
ENSG00000205763	RP9P	-1.6	6.02E-04
ENSG00000205765	C5orf51	-0.5	0.216558412
ENSG00000205771	CATSPER2P1	1.4	0.032994684
ENSG00000205777	GAGE1	-0.5	0.642474782
ENSG00000205790	DPP9-AS1	-0.3	0.862171861
ENSG00000205791	LOH12CR2	2.7	3.73E-06
ENSG00000205794	AC098591.2	2.1	0.155816518
ENSG00000205808	PLPP6	0.7	0.110353256
ENSG00000205809	KLRC2	-1.8	0.085717169
ENSG00000205810	KLRC3	-0.4	0.80475547
ENSG00000205822	TPTE2P6	3.1	0.009003395
ENSG00000205830	AC024132.1	-2.5	0.07981065
ENSG00000205838	TTC23L	1.3	0.10463081
ENSG00000205856	C22orf42	-2.1	0.154433003
ENSG00000205861	PCOTH	0.4	0.804203865
ENSG00000205863	C1QTNF9B	0.6	0.695136407
ENSG00000205871	RPS3AP47	-0.8	0.143066887
ENSG00000205882	DEFB134	1.8	0.236046137
ENSG00000205885	C1RL-AS1	0.4	0.433645064
ENSG00000205890	AC108134.1	2.6	0.039525422
ENSG00000205898	AC019155.1	3.1	0.020923766
ENSG00000205903	ZNF316	0.6	0.407763849
ENSG00000205913	SRRM2-AS1	2.6	1.28E-07
ENSG00000205918	PDPK2P	0.3	0.718935925
ENSG00000205927	OLIG2	-1.4	0.053553942
ENSG00000205929	C21orf62	1.3	0.395941538
ENSG00000205930	C21orf62-AS1	2.6	6.61E-04
ENSG00000205937	RNPS1	-0.7	0.110486273
ENSG00000205940	HSP90AB2P	-0.4	0.782441749
ENSG00000205959	AC105345.1	1.7	0.231471709
ENSG00000205978	NYNRIN	1.7	0.009038783
ENSG00000205981	DNAJC19	-0.7	0.12599449
ENSG00000206014	OR7E161P	4.7	3.54E-05
ENSG00000206026	SMIM21	-0.9	0.613639207
ENSG00000206052	DOK6	3.1	2.04E-11
ENSG00000206053	JPT2	-2.1	4.72E-16
ENSG00000206062	AL121823.1	0.4	0.809667994
ENSG00000206075	SERPINB5	-4.2	8.20E-05
ENSG00000206077	ZDHHC11B	1.2	0.282108557
ENSG00000206120	EGFEM1P	2.8	3.49E-08
ENSG00000206127	GOLGA8O	2.2	0.135637687
ENSG00000206129	AC006305.1	1.5	0.003409464
ENSG00000206145	P2RX6P	0.2	0.903012767
ENSG00000206149	HERC2P9	0.3	0.358600374
ENSG00000206168	Z69890.1	0.1	0.952689692
